,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
200,PMC7117252,PMC7117252_69,Discussion,"In the present study, it was found that 49 cats (98%) possessed type I specific antibodies and only one cat (2%) to type II.","The prevalence of type I infection revealed here was significantly higher than the previous report (80.4% in chronically diseased cats) by competitive ELISA (Hohdatsu et al., 1992).","Although this and the previous report (Hohdatsu et al., 1992) were different in methods and samples, it might suggest that type II FCoV infection has been decreasing in Japanese domestic cats in recent years.",1.0,0.0
201,PMC7359525,PMC7359525_10,Introduction,"A novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in China in December 2019 (4), and has rapidly spread throughout the world.","The virus likely originated in bats (5, 6), before potentially jumping to an intermediate host and then to humans.","From December 2019 to July 2020, SARS-CoV-2 has caused over 10 million infections and 500,000 deaths worldwide.",1.0,0.0
202,PMC7104051,PMC7104051_27,Comparison of COVID with other coronavirus outbreaks,|,"SARS was a new human disease that first occurred in Southern China in the November 2002 and has apparently disappeared since 2003, but not before it had spread to 29 countries affecting 8098 people and resulting in 774 fatalities.","Compared with SARS, COVID-19 appears to be much more widespread but less deadly.",0.0,0.0
203,PMC7468178,PMC7468178_248,Enrichment process and time–decay relationships of core-enriched taxa ::: Discussion,"Accordingly, the dominant bacterial communities associated with the roots of licorice were identified representatively in this study.",Licorice root compartments selectively enriched bacterial communities from the bulk soil and harbored different numbers of enriched taxa across various ages.,"This enrichment process could be due to the development stages of licorice plants, which was supported by a previous study (Zhang et al. 2018).",0.0,0.0
204,PMC4527690,PMC4527690_25,"Ecosystem Dynamics, Viral Evolution, and Human Epidemics","Although unknown for EBOV, the idea that virus circulation in wild species can drive changes that impact human–virus interactions has support for other RNA viruses such as SARS coronavirus and influenza A virus (see Table 1) [19,20].","Given evidence from these other viruses, understanding if and how animal hosts affect EBOV evolution is crucial.",Doing this requires studies that connect large-scale environmental and ecosystem processes to small-scale genetic and molecular processes.,0.0,1.0
205,PMC7377795,PMC7377795_96,Difference-in-differences model,We include the same set of rich fixed effects as in Eq. (1).,The Post indicator is omitted because it is collinear with the city-by-week fixed effects.,The identifying assumption is a parallel trends assumption.,0.0,0.0
206,PMC4838766,PMC4838766_92,Discussion,|,"While the small numbers in this study make definite conclusions difficult, elevated serum C4 was identified in three dogs with chronic diarrhoea and, interestingly, all of these cases had clinical disease with a limited response to traditional therapy.","Ideally these cases would have undergone SeHCAT in order to increase the clinical suspicion, but the authors’ results suggest that bile acid malabsorption may well be a factor in some cases of chronic enteropathy.",1.0,1.0
207,PMC7158194,PMC7158194_2815,Botulism. ::: Bacteria ::: Diseases Caused by Microbes ::: Disorders of Domestic Animals ::: Peripheral Nervous System ::: Key Readings Index,"Clinically, affected horses have progressive paralysis of the muscles of the limbs, mandible, larynx/pharynx, upper eyelid, tongue, and tail.","Death is usually caused by flaccid paralysis of the diaphragm, resulting in respiratory failure.",Blockage of acetylcholine release at presynaptic cholinergic terminals is permanent.,1.0,0.0
208,PMC4838766,PMC4838766_3,abstract,Serum C4 concentration was measured in 20 clinically healthy control dogs and 17 dogs with chronic diarrhoea.,Three of the 17 affected dogs (17.6 per cent) had a C4 concentration significantly above the range of clinically healthy dogs; these dogs were all poorly responsive to conventional therapy.,These results suggest that bile acid malabsorption may be a clinically relevant disorder in dogs with chronic diarrhoea and serum C4 may be a useful tool to investigate this further.,1.0,0.0
209,PMC7115515,PMC7115515_77,Technical support ::: Results,Participants were trained for laboratory procedures and work practices in confirmation of poliovirus using the new real time PCR techniques for ITD and VDPV screening.,"With the introduction of this technique, the time and cost in performing sequencing to detect VDPV was reduced.",|,0.0,0.0
210,PMC7150176,PMC7150176_64,Nutritional ::: Non-infectious diseases,"While arguably not true “ruminants,” both OW and NW camelids can utilize coarse forage by anaerobic fermentation in C-1 and C-2 and both OW and NW camelids are able to utilize coarse forage through anaerobic fermentation in C1 and C2.","New World camelids have evolved in the presence of highly variable food resources, with a “feast and famine” routine – periods of high dietary input followed by very low input.","Because of this physiologic adaptation, over feeding in captive and domesticated NW camelids is common and can lead to significant consequences.",0.0,0.0
211,PMC4380134,PMC4380134_163,HPeV1 attenuates type I IFN signaling ::: Results,"These results
suggested that HPeV1 infection interfered in type I IFN signaling activation.","
The evasion of an antiviral mechanism would be important for HPeV1 replication,
which also supported the inefficient anti-HPeV1 activity with type I IFN
post-treatment (Fig. 5A and
B, lower panels).",|,1.0,1.0
212,PMC7272108,PMC7272108_136,Implication and Limitations ::: Discussion,"Subsequent studies using longitudinal and experimental designs need to be carried out which may have potential to offer additional insights into the associations between coronavirus stress, optimism-pessimism, psychological flexibility, and psychological problems.","Finally, further research should be conducted to present more solid evidence and expand psychometric features of the CSM to wider populations such as clinical samples and adolescents.",Establishing psychometric features of the CSM in diverse populations and context would contribute to reliability and validity of the scale to be applied in the field of mental health and other relevant fields.,1.0,1.0
213,PMC7264590,PMC7264590_0,abstract,|,BACKGROUND: The COVID‐19 pandemic has resulted in the implementation of rapidly changing protocols and guidelines related to the indications and perioperative precautions and protocols for tracheostomy.,The purpose of this study was to evaluate current guidelines for tracheostomy during the COVID‐19 pandemic to provide a framework for health systems to prepare as the science evolves over the upcoming months and years.,0.0,0.0
214,PMC2329782,PMC2329782_38,Human Metapneumovirus (hMPV) ::: Emerging and Re-Emerging Viral Respiratory Infections,RT-PCR is the method of choice for the diagnosis of hMPV infection.,"hMPV grows poorly in cell culture, and serological tests have low specificity because hMPV infection is almost universal in childhood.",|,1.0,0.0
215,PMC4902956,PMC4902956_110,HIV infection and critical illness ::: Discussion,"Our high proportion of disseminated TB (45 %) is due to the advanced immunodeficiency status of our population, with median CD4 cell counts of 72 cells/mm3, which were lower than previously reported (109 and 112 CD4 cells/mm3) [28,29].","CD4 cell count is thought to be an unreliable predictor of ICU mortality, according to Morris and colleagues, when compared to other known risk factors, such as mechanical ventilation, low serum albumin and APACHE II score [11, 34–37].","However, others authors believe that CD4 cell count does have a correlation with a poorer prognosis [25, 38–40].",1.0,0.0
